89,74
90,73
84,79
94,91
96,90
96,88
92,78
94,81
90,82
88,87
89,82
91,70
89,75
97,89
92,92
99,92
87,69
88,76
83,81
90,82
95,94
97,89
92,96
97,93
88,70
93,94
88,83
89,79
94,84
88,68
86,84
97,91
91,86
87,76
94,85
89,82
82,73
95,85
87,81
85,74
88,67
88,84
90,70
97,86
92,88
91,73
91,77
92,85
95,93
92,84
95,93
90,90
94,79
97,89
89,78
93,97
84,76
78,76
95,87
93,83
88,69
97,90
94,91
95,94
92,80
90,78
92,78
94,86
89,80
95,95
94,89
86,78
93,76
85,83
88,72
96,87
90,76
88,78
92,86
93,91
88,75
90,71
90,82
93,78
89,78
95,91
98,90
88,83
99,93
95,95
96,89
93,78
94,91
97,92
95,91
92,91
88,77
92,89
90,89
86,77
83,81
90,83
92,89
96,85
86,74
94,84
92,83
94,91
81,73
96,96
83,81
89,87
92,89
93,97
90,79
88,67
92,79
87,67
87,77
91,83
100,91
94,85
89,92
91,75
95,88
87,82
99,93
95,83
95,82
92,91
91,95
94,89
86,80
86,74
89,65
96,93
92,76
98,91
92,80
90,71
87,81
91,84
96,90
88,73
100,95
91,93
94,95
90,86
96,94
90,71
94,85
86,71
96,98
95,87
96,96
88,78
90,76
84,64
82,69
89,73
83,73
83,76
92,91
96,95
86,79
91,88
88,87
90,76
97,97
95,86
96,94
98,94
89,79
86,70
96,78
95,88
88,75
89,74
88,62
86,76
81,72
85,76
96,88
90,75
92,80
94,77
92,83
89,88
90,86
79,79
99,93
88,76
86,79
89,76
84,80
92,84
97,86
91,81
82,59
85,71
95,84
91,89
88,76
89,73
84,67
91,70
93,87
90,86
89,86
97,91
96,90
94,87
90,93
93,85
97,92
90,76
87,73
97,90
97,88
80,69
88,69
97,98
84,72
96,90
88,86
95,88
93,96
90,75
87,91
94,87
89,86
96,90
93,77
88,85
92,81
94,89
93,86
80,65
93,91
90,88
95,96
96,80
85,69
90,68
97,95
87,85
98,94
89,81
95,85
96,94
86,79
91,82
94,95
82,69
86,74
88,75
90,81
87,83
91,83
98,90
99,97
91,77
90,84
96,90
94,80
90,73
91,69
83,72
94,82
93,94
94,79
90,81
94,86
86,69
93,84
91,84
100,97
97,93
89,70
93,89
97,92
93,88
98,92
91,90
89,75
86,67
82,66
97,90
82,72
96,94
85,68
95,91
93,90
88,81
89,74
88,73
84,80
90,68
87,74
89,84
96,96
86,66
91,70
93,88
84,67
90,71
96,96
97,85
93,97
82,71
87,83
92,84
91,89
82,75
91,85
89,73
84,76
88,83
96,91
89,80
92,85
85,74
85,78
84,80
92,75
89,82
96,79
83,61
88,90
92,90
85,80
88,80
96,90
87,79
92,78
83,72
92,82
90,94
88,81
85,72
92,89
92,89
91,80
86,82
98,89
95,85
92,97
92,91
93,86
96,92
97,91
92,85
94,86
96,86
92,77
96,96
89,78
97,86
83,83
92,70
87,84
88,85
84,80
83,84
97,93
95,95
94,92
97,90
94,94
97,93
93,92
91,92
93,84
90,83
88,77
88,72
90,76
98,92
88,77
93,89
88,72
88,68
96,81
90,73
86,73
88,73
95,85
93,81
85,67
94,90
91,87
95,92
88,78
88,84
88,81
90,84
92,82
98,92
89,72
91,69
84,82
88,78
84,72
85,70
86,73
95,92
85,71
90,75
95,85
98,91
96,85
93,94
89,72
83,66
87,78
78,81
89,71
95,96
96,87
85,78
81,81
98,93
89,93
97,90
95,90
95,91
87,80
94,88
96,89
89,77
77,79
93,91
96,94
90,86
89,88
95,93
91,90
83,79
95,93
92,76
92,84
83,80
94,87
91,73
88,83
96,90
90,82
90,86
90,81
97,89
85,70
92,90
100,84
96,79
93,94
86,72
97,92
97,92
87,70
91,82
95,84
95,97
93,84
93,85
94,83
88,84
79,75
93,79
95,93
92,75
93,86
97,94
82,75
92,79
83,82
92,77
88,85
99,86
84,84
89,77
94,85
94,94
83,70
85,82
86,72
95,89
83,73
91,76
87,71
90,83
95,95
93,81
92,95
87,75
86,75
86,73
97,94
91,69
88,86
92,81
89,82
91,70
97,95
92,81
83,71
98,92
92,93
98,95
95,75
100,87
94,81
90,84
94,77
96,84
92,88
87,71
88,81
91,90
92,87
94,90
93,92
89,65
89,85
85,79
88,84
92,80
93,89
92,88
88,80
84,64
97,95
86,71
88,69
88,79
96,85
91,72
96,88
87,86
97,94
90,84
92,75
88,84
98,92
99,92
91,85
98,87
92,87
93,83
97,94
93,79
94,90
92,83
83,76
93,86
97,85
93,90
83,76
92,78
92,83
86,70
93,89
88,81
96,91
96,85
92,83
89,71
93,84
90,89
91,77
86,81
95,84
88,87
93,73
90,73
88,71
91,76
95,90
96,89
96,92
95,81
78,82
92,80
95,89
82,77
86,70
83,73
94,83
96,92
86,80
88,85
92,89
96,92
98,86
87,72
95,85
89,82
96,92
91,76
99,93
93,83
94,89
92,83
97,83
95,90
96,93
98,89
86,72
91,75
99,96
90,76
94,91
81,70
87,79
96,84
94,87
92,90
94,83
94,84
89,71
91,86
89,78
96,90
86,84
87,79
92,87
88,79
97,91
94,85
86,75
96,99
96,92
92,86
91,83
92,73
96,96
100,92
89,86
95,98
90,82
86,75
82,74
89,75
89,81
91,86
91,83
85,75
94,95
92,90
97,88
95,93
86,80
91,86
99,97
83,77
89,81
89,89
93,84
95,80
98,93
88,75
90,73
83,86
90,86
88,80
92,78
91,81
94,93
89,79
89,87
89,74
92,87
84,76
93,91
96,90
92,89
87,78
95,85
95,88
88,82
97,97
97,92
93,80
99,81
82,79
87,82
86,70
91,87
88,83
94,76
96,92
91,84
87,82
87,76
84,69
97,93
95,96
91,80
96,83
89,84
92,77
86,81
92,82
88,77
87,81
83,67
94,81
91,86
91,94
90,83
89,76
96,88
92,88
91,80
90,76
93,80
95,93
95,80
91,80
82,80
80,81
94,92
91,83
89,79
87,81
98,91
94,89
88,72
83,75
91,86
94,85
80,74
89,72
84,73
97,88
97,92
94,87
89,73
88,83
85,74
92,88
91,89
97,94
88,76
94,90
89,75
87,86
97,89
95,89
88,71
83,71
90,91
97,87
87,80
86,70
86,78
94,87
96,87
94,72
91,94
93,82
86,83
91,90
92,91
89,80
84,67
95,97
89,75
83,71
95,92
91,86
95,88
85,77
96,88
90,82
88,80
96,76
92,94
90,80
89,83
95,92
90,74
91,62
87,74
92,95
86,79
92,77
87,81
88,85
94,81
88,73
98,87
95,90
87,82
93,75
89,88
86,69
88,73
87,81
88,74
97,87
97,91
83,74
92,82
89,78
94,84
96,92
90,88
91,94
85,79
87,68
94,87
88,71
89,75
94,81
98,95
94,83
90,86
90,77
96,90
98,93
83,75
91,76
90,88
91,68
96,82
89,87
92,87
96,92
97,90
94,82
91,89
94,90
87,76
96,91
86,77
95,84
93,83
88,77
94,93
87,83
96,91
98,93
86,78
94,96
92,84
89,83
100,95
98,90
98,98
85,76
83,86
90,83
86,84
96,86
90,80
97,83
99,92
93,91
95,89
89,83
89,86
95,80
89,77
95,91
98,93
92,76
97,87
91,85
90,88
86,81
94,85
96,91
95,93
88,74
90,89
93,89
91,74
84,77
95,91
96,89
88,88
85,80
91,83
95,91
84,83
90,77
87,78
88,85
94,88
98,93
98,96
90,77
94,96
96,88
96,91
87,74
86,75
92,83
92,80
94,89
94,83
90,93
93,94
96,91
86,85
96,87
94,88
90,81
91,82
87,85
91,87
95,68
94,83
90,86
81,82
87,75
94,70
95,88
89,76
87,79
91,77
87,75
88,85
94,90
89,76
84,72
92,95
86,86
96,92
88,90
90,84
90,82
84,70
88,86
91,86
88,81
90,68
88,72
97,91
93,85
88,72
93,91
97,82
93,81
91,87
89,86
88,87
89,80
93,88
90,91
87,87
91,86
98,91
92,78
84,75
90,84
93,92
93,92
85,75
90,71
87,78
80,70
99,89
92,77
95,92
93,88
94,90
93,82
96,89
97,94
94,87
94,86
92,91
86,86
91,78
84,78
86,83
96,89
85,90
91,94
92,82
85,71
96,90
88,79
93,82
95,90
94,84
83,75
87,82
97,93
93,79
86,75
89,80
95,89
84,80
97,94
89,82
84,74
92,89
94,91
