12000000000,12000000000,12000000000,12000000000,12000000000,12000000000
11522030086.2827,11669921498.298,11527500438.8328,11813182180.0945,11691957862.8803,11786592000
11132602380.8289,11377395923.0465,11139820904.9691,11654133465.5231,11440366485.9232,11486784000
10779539105.0592,11114370045.9835,10782701500.2364,11557868937.9426,11243078276.8862,11237952000
10402658988.2668,10821134070.2139,10405843025.2867,11481491853.511,11045269450.8755,10985664000
10018769759.5085,10520152399.5055,10037734742.0639,11425134266.681,10852917917.1511,10681536000
9588614618.72015,10189445512.4476,9632722364.54341,11375025356.224,10637538662.2088,10392960000
9233699256.9978,9904763131.39023,9281471224.83955,11306126276.9563,10446452143.484,10108704000
8835991429.00517,9604012729.81094,8882680420.70152,11239930991.3817,10234491114.6822,9917760000
8382296099.93326,9277438916.78019,8418159405.74902,11157621671.7737,9982142491.59667,9701760000
7886647203.11043,8959261602.76106,7916339352.19385,11075085354.4772,9699859208.81703,9572160000
7365319958.17271,8628058793.63394,7431022714.76686,10930827441.969,9362102480.78177,9398496000
6955621051.44912,8450952237.8409,7035127118.76696,10935911837.1714,9126205225.54607,9374304000
6600779894.27094,8324331736.40639,6672149731.61908,10980995091.4461,8942008251.499,9244704000
6247905232.67567,8211895397.1015,6293791681.78667,11037909229.4964,8765959998.41664,9086592000
6021095233.09084,8165781113.52279,6041463156.56843,11115312158.1956,8664173666.8413,9098688000
6038461022.37639,8372428710.90555,6068568239.2804,11461694282.863,8796124186.95276,9305184000
6266645264.45326,8717985596.53446,6330490553.05655,11955763945.7791,9136638966.95926,9462432000
6299605041.64619,8922470715.5828,6282846892.9988,12301047404.1498,9298611435.15206,9674976000
6287296543.51085,9033335678.14192,6172105255.25596,12548832637.3999,9387169544.04291,9760512000
6131607042.51179,9000567482.14076,5926494961.02056,12662655915.0588,9330308975.12129,9702624000
5959821913.00881,8929902458.58651,5655695290.88176,12726536157.1824,9241980461.50373,9697440000
5977137343.73415,9041000353.07042,5645462598.94262,12961995955.6614,9333454127.19012,9592896000
5917618069.26952,9101749396.47936,5483473552.04351,13178971001.3316,9365380957.00431,9622272000
5867962908.40388,9162086855.43715,5328617348.04914,13395536551.0075,9400212259.27046,9598944000
5892517257.09521,9293689253.70092,5265098797.93748,13673118877.6844,9504088881.51921,9671520000
6039739131.78187,9523307240.54946,5372769614.53445,14007037109.0973,9710598230.87697,9884064000
6400486958.0708,9986213227.68743,5755322517.81254,14606723824.068,10156099103.6014,10454304000
6829383189.6499,10500115964.748,6153468371.06942,15233706436.4118,10644430620.9857,11011584000
6862123396.42501,10667575807.413,6146495606.1026,15597582187.2067,10776433324.5438,11261280000
6744244558.99714,10683664732.2389,5990849216.19536,15816698300.3139,10758500810.0362,11435808000
6534889789.2741,10577237830.14,5728896731.95903,15889857495.0519,10627986224.7503,11381376000
6329291050.20815,10455410343.2603,5527041214.12321,15915442944.5136,10490776785.8067,11081568000
6082604258.49458,10297721073.9034,5231184918.8898,15906754093.0531,10310232826.468,10781760000
5791120682.34705,10077810129.5414,5000000000,15821144586.5198,10074150910.8894,10449984000
5493311391.1819,9852277178.50267,5000000000,15728601677.4434,9830912482.9496,10093152000
5208699019.76803,9623636401.64745,5000000000,15613487233.8177,9590097244.06901,9752736000
5000000000,9297154184.46376,5000000000,15453236055.3524,9286346872.76218,9554880000
5000000000,9029330078.15004,5000000000,15342822918.3991,9054297822.5435,9397632000
5000000000,8804111837.80956,5000000000,15297725536.5895,8882968909.03635,9127200000
5000000000,8542526964.15583,5000000000,15265790202.6154,8705438870.92246,8940576000
5000000000,8259823093.35801,5000000000,15250700513.9392,8526743549.17964,8808384000
5000000000,7948561778.20083,5000000000,15246444767.5959,8329276343.92008,8643360000
5000000000,7696729440.35538,5000000000,15235266815.5291,8159410638.90183,8356512000
